movieId,genome_tags_top20
5039,high fantasy|dragons|fantasy|modern fantasy|wizards|magic|dark fantasy|fantasy world|special effects|fairy tale|medieval|good versus evil|sacrifice|mythology|dragon|fairy tales|visual|adventure|cgi|effects
5040,fantasy|sequel|wizards|magic|good sequel|fantasy world|sequels|high fantasy|mythology|arnold|special effects|silly fun|pulp|sword fight|original|adventure|franchise|monster|action|fight scenes
5041,modern fantasy|wizards|good versus evil|fantasy|animation|fantasy world|animated|splatter|high fantasy|magic|pulp
5042,weird|surreal|cult film|bizarre|hallucinatory|surrealism|music|cult classic|strange|insanity|transgender|imagination|low budget|original|musical
5044,coming of age|teen movie|adolescence|teenager|teens|teen|runaway|coming-of-age|teenagers|original|california|fantasy world
5045,space|alien|space travel|parody|spoof|sci-fi|scifi|science fiction|sci fi|first contact|futuristic|robot|silly|original|aliens|so bad it's funny|space opera|lame|special effects|technology
5046,sci-fi|alien|futuristic|scifi|sci fi|science fiction|androids|aliens|mars|space|first contact|philip k. dick|chase|future|space travel|weapons|cyberpunk|clones|special effects|plot twist
5047,martial arts|parody|spoof|kung fu|stupid as hell|dumb but funny|stupidity|stupid|comedy|funny as hell|funniest movies|silly|silly fun|hilarious|ridiculous|goofy|funny|absurd|idiotic|original
5048,alaska|dog|dogs|adoption|cute!|family|predictable|cute|talking animals
5049,buddy movie|action|gunfight|good action|san francisco|chase|comedy|police|crime|1980s|action packed|violence|violent|mentor|prison|foul language|vengeance|saturday night live|lone hero
5051,relationships|romance|foreign|loneliness|friendship|feel-good|original|intimate
5053,superhero|super hero|superheroes|super-hero|parody|spoof|vigilante|goofy|race issues|stupid|original|humor|comedy|idiotic|slapstick|silly fun
5054,death|70mm|virtual reality|technology|science fiction|cyberpunk|scifi|futuristic|sci fi|afterlife|sci-fi|life & death|visual|special effects|memory|cerebral|original|science|weird|alternate universe
5055,martial arts|kung fu|biographical|biopic|fight scenes|biography|mentor|dragons|fighting|hong kong|based on book|race issues|based on a book|life & death|action|drama|factual|original|immortality|story
5056,enigmatic|melancholic|existentialism|stylized|downbeat|amazing photography|cerebral|loneliness|solitude|character study|allegory|meditative|masterpiece|criterion|weird|reflective|golden palm|bleak|philosophical|eccentricity
5057,western|chase|life philosophy|sexy|texas|gunfight|original|grindhouse
5058,allegory|surreal|weird|dreamlike|enigmatic|cerebral|meditative|visual|stylized|surrealism|art house|obsession|visually appealing|pretentious|cinematography|criterion|original|melancholic|strange|existentialism
5059,jungle|vietnam war|storytelling|survival|vietnam|reflective|documentary|criterion|original|germany|story|desert|imdb top 250|poignant|childhood|dreams|intimate|narrated|harsh|war movie
5060,golden palm|satirical|war|culture clash|irreverent|wartime|humorous|sarcasm|war movie|satire|vietnam war|anti-war|imdb top 250|absurd|best war films|talky|original|fighting the system|oscar (best directing)|based on a book
5061,prison
5062,criterion|oscar (best supporting actor)|black and white|downbeat|paranoia|identity|oscar (best cinematography)|existentialism|psychological|bleak|midlife crisis|disturbing|ominous|cinematography|allegory|original|weird|paranoid|affectionate|talky
5063,western|criterion|gunfight|oscar (best cinematography)|oscar (best supporting actor)|vengeance|greed|prison escape
5064,adapted from:book|based on a book|swashbuckler|betrayal|revenge|based on book|story|mentor|literature|adventure|prison escape|vengeance|great movie|sword fight|books|excellent|original plot|good|book|action
5065,supernatural|small town|suspense|surreal|weird|based on a book|eerie|mystery|creepy|original
5066,teen movie|love story|love|girlie movie|romantic|chick flick|teen|sappy|high school|teenager|romance|based on a book|teens|cancer|teenagers|tear jerker
5068,mentor|adolescence|high school|china|teen|coming of age|original|bullying|allegory|greed
5069,series|anime|fantasy world|visually stunning|fight scenes|good soundtrack|animation|dark|japan|original|violent|vengeance|high fantasy|great movie|great ending
5071,guilt|independent film|weird|narrated|surrealism|storytelling|enigmatic|nudity (topless - notable)|art house|cinematography|beautifully filmed|surreal|original|redemption|nudity (full frontal - notable)|foreign|visually appealing
5072,anime|animation|visually stunning|visually appealing|robot|based on a comic|visual|robots|future|futuristic|original|japan|weird|tokyo|stunning|stylized|androids|alternate reality|complex|animated
5073,tragedy|family drama|death|intimate|life & death|cathartic|golden palm|depression
5074,storytelling|independent film|social commentary|pornography|suburbia|dark humor|nudity (topless - notable)|dysfunctional family|sarcasm|original|weird|disturbing|cerebral|good soundtrack
5075,independent film|workplace|weird|life philosophy|original|quirky|surreal|complicated
5076,based on a book|adapted from:book|based on book|adventure|runaway|literature|family|adaptation|story|book|book was better|childhood|books
5077,remake|romantic|original|adultery|feel-good|romance|destiny|fun movie|relationships|romantic comedy
5078,romantic|love story|romance|love|adultery|relationships|romantic comedy|christmas|destiny|holiday
5079,musical
5080,teen movie|teen|geeks|slackers|comedy|college|teens|road trip|off-beat comedy|stoner movie|geek|dumb but funny|original
5081,russian|con artists
5083,off-beat comedy|quirky|absurd|independent film|erotic
5084,women|prison|grindhouse|original
5085,lyrical|music|world war ii|oscar (best actress)|opera|musical|original
5086,musicians|rags to riches|music|music business|hip hop|rock and roll|segregation|good music|great music
5087,sexual|women|criterion|erotic|intimate|nudity (full frontal)|melancholic|enigmatic|nudity (full frontal - notable)|pornography|foreign|art
5088,sexual|pornography|women|male nudity|controversial|erotic|nudity (full frontal)|talky|virginity|nudity (full frontal - notable)|weird|sexy|criterion|nudity (topless - notable)|road movie|satirical|enigmatic|sexual abuse|sex
5090,adapted from:book|france|paris|obsession|based on a book|adaptation|french
5091,spying|spoof
5092,fun movie|kids and family|kids
5093,action|arnold|explosions|good action|terrorism|revenge|vengeance|action packed|fight scenes|tom clancy|predictable|chase
5094,remake|horrible|bad acting|sports|pointless|original|action|bad plot|predictable|idiotic|violence|sci fi|so bad it's funny|mentor
5095,shakespeare|amy smart|independent film|original|scotland|18th century|murder|adaptation|greed|weird
5096,idiotic|slapstick|predictable|comedy
5097,kids and family|original
5098,sacrifice|stereotypes
5099,childhood|classic|love|children|family|sweet|adapted from:book
5100,women|original
5101,stand-up comedy|comedy|funny|drugs|very funny|new orleans|drug abuse|road movie|highly quotable|hilarious
5102,baseball|sports|fun movie|kids|kids and family|childhood|underdog|nostalgic|family|fun
5103,baseball|kids|childhood|kids and family|sports|nostalgic|children|coming of age|unlikely friendships|friendship|fun movie|mentor|great movie|classic|great|good|feel-good|quotable|original|chase
5104,civil war|spain|spanish|culture clash|historical|history|cinematography|spanish civil war
5105,creepy|criterion|enigmatic|ominous|supernatural|weird|eerie|melancholic|psychological|cinematography|dreamlike|atmospheric|obsession|macabre|intimate|sex|death|original|suspense|melancholy
5106,teen movie|girlie movie|high school|teen|horrible|teenager|chick flick|teens|predictable|bad acting|road trip|bad plot|teenagers|lame|so bad it's funny|friendship|virginity|bad
5107,wwii|world war ii|camp|prison escape|nazis|war|wartime|best war films|germany|nazi|german|prison|sacrifice|drama
5108,hospital|sacrifice|drama|doctors|justice|family bonds|unrealistic|social commentary|greed|hostage|pg-13|vigilante|kidnapping
5109,disney animated feature|animation|sequels|peter pan|disney|cartoon|animated|good sequel|computer animation|original|animals|family|sequel
5110,off-beat comedy|comedy|marijuana|funniest movies|funny|hilarious|absurd|highly quotable|cult classic|weed|stupidity|humorous|stoner movie|very funny|police|quotable|beer|humor|drinking|funny as hell
5112,friendship|unlikely friendships|death|life & death|ensemble cast|life|reflective|poignant|loneliness|melancholic
5113,prison escape|based on a play|chase|parody|farce
5114,hollywood|oscar (best supporting actress)|oscar (best actress)|oscar (best directing)|writer's life|oscar (best cinematography)|imdb top 250|affectionate|talky|storytelling|rags to riches|movie business|great acting|cinematography|oscar winner|oscar|greed|drama|oscar (best picture)|oscar (best supporting actor)
5116,marriage|romantic comedy|fashion|light|screwball comedy|based on a play|screwball|comedy|1950s|divorce|hotel|oscar winner|fun movie
5117,funny|girlie movie|musical|original|sequels|music|happy ending
5118,marriage|divorce|relationships|melancholic|oscar (best actress)|affectionate|off-beat comedy|hotel|original|cheating|oscar (best supporting actress)
5119,criterion|bleak|loneliness|working class|downbeat|rebellion|drinking|tense|grim|affectionate|independent film|confrontational|social commentary|intimate|golden palm|drama|adultery|poignant|black and white|enigmatic
5120,based on a play|imdb top 250|twists & turns|great acting|psychological|social commentary|talky|oscar (best actor)|mystery|original|clever|plot twist|dialogue|witty|oscar (best directing)|cerebral|oscar (best actress)|intellectual|murder mystery|complex
5121,bittersweet|downbeat|affectionate|satirical|melancholic|bleak|criterion|talky|intimate|dreams|stylized|quirky|loneliness|cynical|humorous|golden palm|enigmatic|deadpan|eccentricity|germany
5122,coming of age|adolescence|coming-of-age|nostalgic|teenager|childhood|bittersweet|island|wartime|sex|world war ii|teen|destiny|pg-13|mentor|teen movie|runaway|original|beautiful scenery|obsession
5123,oscar (best actress)|relationships|infidelity|spain|intimate|marriage|cheating|melancholic|downbeat|bittersweet|screwball comedy|romantic|sexy
5125,cars|comedy|funniest movies|cult classic|cult film|hilarious|chase|quotable|world politics|goofy|funny|humorous|80s|original|1980s|funny as hell|farce
5126,natural disaster|monster|sci-fi|stop motion|special effects|science fiction|spiders|scifi|monsters|mad scientist|so bad it's funny|sci fi|island|mutants|weapons|horror|new jersey|first contact|effects|dinosaurs
5127,supernatural|surprise ending|afterlife|great ending|life & death|hospital|death|suspense|mystery|twist ending|first contact
5128,vampires|vampire|goth|based on a book|adapted from:book|based on book|book was better|immortality|books|awesome soundtrack|vampire human love|original|adaptation|bad plot|horrible|gothic
5131,dog|independent film|original|comedy
5134,football|soccer|sports|prison|mentor|british|remake|england|original|british comedy
5135,indians|india|bollywood|wedding|relationships|colourful|culture clash|marriage|family|intimate|feel-good|family drama|affectionate|secrets
5136,horror|creepy|weird|original|pointless|splatter
5137,hip hop|music|documentary|musicians|original|music business|intimate
5139,sports|kids|children|baseball|classic|foul language|mentor|childhood|fun movie|original|pg|california|underdog|kids and family|good
5140,baseball|sequel|kids|japan|original|sequels
5141,sequel|sports|sequels|baseball|kids|california|original|fun movie|mentor|father son relationship|foul language
5142,criterion|satirical|allegory|satire|melancholic|farce|oscar (best foreign language film)|humorous|golden palm|wistful|talky|beautifully filmed|social commentary
