tmdbId,tmdb_title,top_cast,cast_count,director,writers,producers,composer
10478,Tin Cup,Kevin Costner|Don Johnson|Cheech Marin|George Perez|Rene Russo,12,Ron Shelton,Ron Shelton|John Norville,David V. Lester|Gary Foster,William Ross
27983,"Yours, Mine and Ours",Lucille Ball|Henry Fonda|Van Johnson|Tom Bosley|Louise Troy,9,Melville Shavelson,Bob Carroll Jr.|Madelyn Davis,Robert F. Blumofe,
9981,Kicking & Screaming,Will Ferrell|Robert Duvall|Kate Walsh|Musetta Vander|Josh Hutcherson,20,Jesse Dylan,Steve Rudnick|Leo Benvenuti,Jimmy Miller|Mia Apatow,Mark Isham
7453,The Hitchhiker's Guide to the Galaxy,Martin Freeman|Zooey Deschanel|Sam Rockwell|Yasiin Bey|John Malkovich,20,Garth Jennings,Douglas Adams|Karey Kirkpatrick,Roger Birnbaum|Gary Barber|Jay Roach|Jonathan Glickman|Nick Goldsmith,Joby Talbot
15045,Fat Albert,Kenan Thompson|Shedrack Anderson III|Jermaine Williams|Keith Robinson|Alphonso McAuley,13,Joel Zwick,Bill Cosby|Charles Kipps,John Davis,Richard Gibbs|Jared Lee Gosselin
7737,Resident Evil: Extinction,Milla Jovovich|Oded Fehr|Ali Larter|Iain Glen|Mike Epps,14,Russell Mulcahy,Paul W.S. Anderson,Paul W.S. Anderson|Jeremy Bolt|Robert Kulzer|Bernd Eichinger|Samuel Hadida,Charlie Clouser
232672,Blended,Drew Barrymore|Adam Sandler|Wendi McLendon-Covey|Bella Thorne|Terry Crews,31,Frank Coraci,Ivan Menchell|Clare Sera,Adam Sandler|Jack Giarraputo|Mike Karz,
17379,Last Holiday,Queen Latifah|LL Cool J|Timothy Hutton|Giancarlo Esposito|Alicia Witt,7,Wayne Wang,Jeffrey Price|Peter S. Seaman,,
8987,The River Wild,Meryl Streep|David Strathairn|Kevin Bacon|Benjamin Bratt|John C. Reilly,10,Curtis Hanson,Denis O'Neill,David Foster|Lawrence Turman,Jerry Goldsmith
11359,The Indian in the Cupboard,Hal Scardino|Litefoot|Lindsay Crouse|Richard Jenkins|Rishi Bhat,10,Frank Oz,Melissa Mathison,Kathleen Kennedy|Frank Marshall|Jane Startz,Randy Edelman
82525,Savages,Blake Lively|Taylor Kitsch|Aaron Taylor-Johnson|Benicio del Toro|Salma Hayek,15,Oliver Stone,Oliver Stone|Shane Salerno|Don Winslow,Moritz Borman|Eric Kopeloff|Evan Bates,Adam Peters
9759,Cellular,Chris Evans|Kim Basinger|Jason Statham|Jessica Biel|William H. Macy,19,David R. Ellis,Larry Cohen|Chris Morgan,Dean Devlin|Lauren Lloyd,John Ottman
9486,Johnny English,Rowan Atkinson|John Malkovich|Natalie Imbruglia|Tasha de Vasconcelos|Ben Miller,17,Peter Howitt,,Tim Bevan|Eric Fellner|Mark Huffam,Ed Shearmur
9906,The Ant Bully,Julia Roberts|Meryl Streep|Nicolas Cage|Paul Giamatti|Bruce Campbell,20,John A. Davis,,Tom Hanks|Gary Goetzman|John A. Davis|Alex Johns|Kim Saxon,John Debney
841,Dune,Kyle MacLachlan|Francesca Annis|Leonardo Cimino|Brad Dourif|José Ferrer,21,David Lynch,David Lynch,Raffaella De Laurentiis,Toto
4688,Across the Universe,Evan Rachel Wood|Jim Sturgess|Joe Anderson|Dana Fuchs|Martin Luther,27,Julie Taymor,Dick Clement|Ian La Frenais,Jennifer Todd|Matthew Gross|Richard Baratta,
4148,Revolutionary Road,Leonardo DiCaprio|Kate Winslet|Michael Shannon|Kathryn Hahn|David Harbour,19,Sam Mendes,Justin Haythe,Bobby Cohen|John Hart|Scott Rudin,
2207,16 Blocks,Bruce Willis|Yasiin Bey|David Morse|Jenna Stern|David Zayas,21,Richard Donner,Richard Wenk|Richard Wenk,Avi Lerner|Randall Emmett|John Thompson|Jim Van Wyck,Klaus Badelt
9381,Babylon A.D.,Vin Diesel|Michelle Yeoh|Mélanie Thierry|Lambert Wilson|Charlotte Rampling,19,Mathieu Kassovitz,Mathieu Kassovitz|Éric Besnard,Alain Goldman|Benoît Jaubert,
9625,The Glimmer Man,Steven Seagal|Keenen Ivory Wayans|Bob Gunton|Brian Cox|Michelle Johnson,12,John Gray,Kevin Brodbin,Steven Seagal|Julius R. Nasso,Trevor Rabin
9304,Multiplicity,Michael Keaton|Andie MacDowell|Harris Yulin|Eugene Levy|Zack Duhame,29,Harold Ramis,Lowell Ganz|Babaloo Mandel|Chris Miller|Mary Hale,Harold Ramis|Lee R. Mayes,George Fenton
20856,Aliens in the Attic,Carter Jenkins|Austin Butler|Kevin Nealon|Robert Hoffman|Doris Roberts,18,John Schultz,Mark Burton|Adam F. Goldberg,,
5955,The Pledge,Jack Nicholson|Aaron Eckhart|Helen Mirren|Robin Wright|Vanessa Redgrave,16,Sean Penn,Jerzy Kromolowski|Mary Olson-Kromolowski,Sean Penn|Elie Samaha|Michael Fitzgerald,Klaus Badelt|Hans Zimmer
9899,The Producers,Matthew Broderick|Uma Thurman|Will Ferrell|Eileen Essell|Gary Beach,21,Susan Stroman,Mel Brooks|Thomas Meehan,Mel Brooks|Jonathan Sanger|Leah Zappy|Amy Herman,Glen Kelly
9826,The Phantom,Billy Zane|Kristy Swanson|Treat Williams|Catherine Zeta-Jones|James Remar,15,Simon Wincer,Jeffrey Boam,"Alan Ladd, Jr.|Robert Evans",
21355,All the Pretty Horses,Matt Damon|Henry Thomas|Penélope Cruz|Sam Shepard|Robert Patrick,8,Billy Bob Thornton,Cormac McCarthy|Ted Tally,,
10858,Nixon,Anthony Hopkins|Joan Allen|Powers Boothe|Ed Harris|Bob Hoskins,34,Oliver Stone,Oliver Stone|Stephen J. Rivele,Oliver Stone|Dan Halsted,John Williams
11439,The Ghost Writer,Ewan McGregor|Pierce Brosnan|Jon Bernthal|Kim Cattrall|Tom Wilkinson,33,Roman Polanski,Roman Polanski|Robert Harris,Roman Polanski|Robert Benmussa|Alain Sarde,Alexandre Desplat
9457,Deep Rising,Treat Williams|Famke Janssen|Anthony Heald|Kevin J. O'Connor|Una Damon,15,Stephen Sommers,Stephen Sommers,Laurence Mark|John Baldecchi,Jerry Goldsmith
12412,Miracle at St. Anna,Derek Luke|Michael Ealy|Laz Alonso|John Turturro|Valentina Cervi,25,Spike Lee,James McBride,Spike Lee|Luigi Musini|Roberto Cicutto,
1494,Curse of the Golden Flower,Chow Yun-fat|Gong Li|Jay Chou|Liu Ye|Qin Jun-Jie,8,Zhang Yimou,Zhang Yimou|Chow Yun-fat|Bian Zhihong|Wang Bin,William Kong|Zhang Weiping,Shigeru Umebayashi
13184,Bangkok Dangerous,Nicolas Cage|Shahkrit Yamnarm|Charlie Yeung|Panward Hemmanee|Nirattisai Kaljaruek,10,Danny Pang|Oxide Pang Chun,Jason Richman,Nicolas Cage|Norman Golightly|William Sherak|Jason Shuman|Matt Summers,Brian Tyler
2185,Big Trouble,Tim Allen|Rene Russo|Patrick Warburton|Ben Foster|Zooey Deschanel,33,Barry Sonnenfeld,Robert Ramsey,Barry Sonnenfeld,James Newton Howard
6639,Love in the Time of Cholera,Javier Bardem|Unax Ugalde|Benjamin Bratt|Catalina Sandino Moreno|Héctor Elizondo,14,Mike Newell,Ronald Harwood,Scott Steindorff,Antonio Pinto
38153,Shadow Conspiracy,Charlie Sheen|Donald Sutherland|Linda Hamilton|Stephen Lang|Nicholas Turturro,15,George P. Cosmatos,Adi Hasak,Adi Hasak,
58233,Johnny English Reborn,Rowan Atkinson|Dominic West|Gillian Anderson|Rosamund Pike|Daniel Kaluuya,32,Oliver Parker,William Davies,,
116977,Foodfight!,Charlie Sheen|Wayne Brady|Hilary Duff|Eva Longoria|Christopher Lloyd,21,Lawrence Kasanoff,Lawrence Kasanoff|Joshua Wexler|Brent V. Friedman|Rebecca Swanson|Sean Catherine Derek,,
68734,Argo,Ben Affleck|Bryan Cranston|Alan Arkin|John Goodman|Victor Garber,61,Ben Affleck,Chris Terrio,Ben Affleck|George Clooney|Grant Heslov,Alexandre Desplat
5503,The Fugitive,Harrison Ford|Tommy Lee Jones|Sela Ward|Julianne Moore|Joe Pantoliano,62,Andrew Davis,Jeb Stuart|David Twohy|David Twohy,Arnold Kopelson,James Newton Howard
27573,The Bounty Hunter,Gerard Butler|Jennifer Aniston|Gio Perez|Siobhan Fallon|Joel Garland,18,Andy Tennant,Sarah Maur Thorp,Neal H. Moritz,
819,Sleepers,Robert De Niro|Brad Pitt|Kevin Bacon|Jason Patric|Ron Eldard,21,Barry Levinson,Barry Levinson,Steve Golin|Barry Levinson|Lorenzo Carcaterra|Gerrit van der Meer,John Williams
1369,Rambo: First Blood Part II,Sylvester Stallone|Richard Crenna|Charles Napier|Steven Berkoff|Julia Nickson,19,George P. Cosmatos,James Cameron|Sylvester Stallone,Buzz Feitshans,Jerry Goldsmith
9623,The Juror,Demi Moore|Alec Baldwin|Joseph Gordon-Levitt|Anne Heche|James Gandolfini,15,Brian Gibson,Ted Tally,Irwin Winkler|Rob Cowan,James Newton Howard
10895,Pinocchio,Mel Blanc|Don Brodie|Walter Catlett|Marion Darlington|Frankie Darro,12,Ben Sharpsteen|Hamilton Luske,,Walt Disney,Paul J. Smith|Leigh Harline
10935,Heaven's Gate,Kris Kristofferson|Christopher Walken|John Hurt|Isabelle Huppert|Sam Waterston,23,Michael Cimino,Michael Cimino,Joann Carelli,David Mansfield
834,Underworld: Evolution,Kate Beckinsale|Scott Speedman|Tony Curran|Shane Brolly|Derek Jacobi,17,Len Wiseman,Danny McBride,Tom Rosenberg|Kevin Grevioux|Gary Lucchesi|Richard S. Wright|David Coatsworth,Marco Beltrami
228066,Victor Frankenstein,James McAvoy|Daniel Radcliffe|Jessica Brown Findlay|Andrew Scott|Charles Dance,16,Paul McGuigan,Max Landis,John Davis,
711,Finding Forrester,Sean Connery|Rob Brown|F. Murray Abraham|Anna Paquin|Busta Rhymes,13,Gus Van Sant,Mike Rich,Sean Connery|Jonathan King|Laurence Mark|Rhonda Tollefson|Dany Wolf,
10468,28 Days,Sandra Bullock|Viggo Mortensen|Dominic West|Elizabeth Perkins|Alan Tudyk,27,Betty Thomas,Susannah Grant,Celia D. Costas,
10027,Unleashed,Jet Li|Morgan Freeman|Bob Hoskins|Vincent Regan|Dylan Brown,23,Louis Leterrier,,Luc Besson|Jet Li|Pierre Spengler|Steve Chasman|Mehdi Sayah,Massive Attack
11812,The Sweetest Thing,Cameron Diaz|Christina Applegate|Thomas Jane|Selma Blair|Jason Bateman,11,Roger Kumble,Nancy Pimental,Cathy Konrad,
37233,The Firm,Tom Cruise|Jeanne Tripplehorn|Gene Hackman|Holly Hunter|Ed Harris,22,Sydney Pollack,Robert Towne|David Rayfiel|David Rabe,John Davis|Sydney Pollack|Scott Rudin,
37950,Charlie St. Cloud,Zac Efron|Amanda Crew|Charlie Tahan|Augustus Prew|Donal Logue,25,Burr Steers,Lewis Colick|Lewis Colick|Craig Pearce|Craig Pearce,Marc Platt,
27582,The Mechanic,Jason Statham|Ben Foster|Donald Sutherland|Mini Anden|Tony Goldwyn,17,Simon West,Richard Wenk|Karl Gajdusek,William Chartoff|David Winkler|René Besson,Mark Isham
64688,21 Jump Street,Channing Tatum|Jonah Hill|Brie Larson|Dave Franco|Ellie Kemper,19,Phil Lord|Christopher Miller,Jonah Hill|Michael Bacall|Michael Bacall,Neal H. Moritz|Stephen J. Cannell,Mark Mothersbaugh
509,Notting Hill,Julia Roberts|Hugh Grant|Gina McKee|Tim McInnerny|Rhys Ifans,27,Roger Michell,Richard Curtis,Duncan Kenworthy,Trevor Jones
7443,Chicken Run,Mel Gibson|Miranda Richardson|Timothy Spall|Imelda Staunton|Jane Horrocks,14,Nick Park|Peter Lord,Nick Park|Peter Lord|Karey Kirkpatrick,Nick Park|Peter Lord|David Sproxton|Lenny Young|Jacky Chrisp,Harry Gregson-Williams|John Powell
5966,Along Came Polly,Ben Stiller|Jennifer Aniston|Philip Seymour Hoffman|Debra Messing|Alec Baldwin,26,John Hamburg,John Hamburg,Danny DeVito|Michael Shamberg|Stacey Sher,Theodore Shapiro
11066,Boomerang,Eddie Murphy|Robin Givens|Halle Berry|David Alan Grier|Grace Jones,13,Reginald Hudlin,Barry W. Blaustein,Brian Grazer,Marcus Miller
136795,The Heat,Sandra Bullock|Melissa McCarthy|Demián Bichir|Michael Rapaport|Taran Killam,23,Paul Feig,Katie Dippold,Jenno Topping|Peter Chernin,Michael Andrews
8095,Cleopatra,Elizabeth Taylor|Richard Burton|Rex Harrison|Roddy McDowall|Martin Landau,23,Joseph L. Mankiewicz,Joseph L. Mankiewicz|Sidney Buchman|Ranald MacDougall,Walter Wanger,Alex North
87826,Here Comes the Boom,Salma Hayek|Kevin James|Henry Winkler|Joe Rogan|Reggie Lee,14,Frank Coraci,Kevin James|Allan Loeb|Rock Reuben,Kevin James|Jeff Sussman,Rupert Gregson-Williams
11560,High Crimes,Ashley Judd|Morgan Freeman|Jim Caviezel|Amanda Peet|Adam Scott,36,Carl Franklin,Yuri Zeltser,Arnon Milchan|Janet Yang|Jesse Beaton,
25189,The Mirror Has Two Faces,Barbra Streisand|Jeff Bridges|Lauren Bacall|George Segal|Mimi Rogers,8,Barbra Streisand,Gérard Oury,,
2637,The Mothman Prophecies,Richard Gere|Laura Linney|Will Patton|Bob Tracey|Debra Messing,33,Mark Pellington,Richard Hatem,Tom Rosenberg|Gary Lucchesi|Gary W. Goldstein,
18480,Brüno,Sacha Baron Cohen|Richard Bey|Ron Paul|Gustaf Hammarsten|Clifford Bañagale,11,Larry Charles,Sacha Baron Cohen|Sacha Baron Cohen|Anthony Hines|Anthony Hines|Peter Baynham,Sacha Baron Cohen|Dan Mazer|Jay Roach|Monica Levinson,Erran Baron Cohen
709,Licence to Kill,Timothy Dalton|Carey Lowell|Robert Davi|Talisa Soto|Anthony Zerbe,19,John Glen,Richard Maibaum|Michael G. Wilson,Albert R. Broccoli|Tom Pevsner|Michael G. Wilson,Michael Kamen
49730,Red Riding Hood,Amanda Seyfried|Gary Oldman|Billy Burke|Shiloh Fernandez|Max Irons,22,Catherine Hardwicke,David Leslie Johnson,Leonardo DiCaprio|Julie Yorn|Jennifer Killoran,Alex Heffes|Brian Reitzell
2749,15 Minutes,Robert De Niro|Charlize Theron|Edward Burns|Kelsey Grammer|Avery Brooks,86,John Herzfeld,John Herzfeld,Nick Wechsler|Keith Addis|John Herzfeld|David Blocker,Anthony Marinelli|J. Peter Robinson
9607,Super Mario Bros.,Bob Hoskins|John Leguizamo|Dennis Hopper|Samantha Mathis|Fisher Stevens,10,Annabel Jankel|Rocky Morton,Ed Solomon|Parker Bennett|Terry Runte,Jake Eberts|Roland Joffé,Alan Silvestri
1830,Lord of War,Nicolas Cage|Bridget Moynahan|Jared Leto|Ethan Hawke|Eamonn Walker,20,Andrew Niccol,Andrew Niccol,Nicolas Cage|Andreas Grosch|Andrew Niccol|Norman Golightly|Christopher Roberts,Antonio Pinto
79,Hero,Jet Li|Tony Leung Chiu-Wai|Maggie Cheung|Donnie Yen|Zhang Ziyi,27,Zhang Yimou,,Zhang Yimou|William Kong|Zhenyan Zhang,Dun Tan
54054,One for the Money,Katherine Heigl|Jason O'Mara|Daniel Sunjata|John Leguizamo|Sherri Shepherd,17,Julie Anne Robinson,Liz Brixius|Stacy Sherman|Karen Ray,Wendy Finerman|Tom Rosenberg|Gary Lucchesi|Sidney Kimmel,Deborah Lurie
228967,The Interview,James Franco|Seth Rogen|Lizzy Caplan|Randall Park|Diana Bang,38,Seth Rogen|Evan Goldberg,Seth Rogen|Evan Goldberg|Dan Sterling|Dan Sterling,Seth Rogen|Evan Goldberg|James Weaver,Henry Jackman
46528,The Warrior's Way,Kate Bosworth|Jang Dong-gun|Geoffrey Rush|Danny Huston|Ti Lung,13,Sngmoo Lee,Sngmoo Lee,Barrie M. Osborne|Lee Joo-Ick|Michael Peyser|Steven Nam|Carol Kim,Javier Navarrete
27936,Micmacs,Dany Boon|Dominique Pinon|André Dussollier|Jean-Pierre Marielle|Julie Ferrier,12,Jean-Pierre Jeunet,Jean-Pierre Jeunet|Guillaume Laurant,Jean-Pierre Jeunet|Frédéric Brillion|Gilles Legrand,Raphaël Beau
65,8 Mile,Eminem|Mekhi Phifer|Brittany Murphy|Kim Basinger|Michael Shannon,19,Curtis Hanson,,Curtis Hanson|Brian Grazer|Jimmy Iovine,
280391,Why I Did (Not) Eat My Father,Jamel Debbouze|Arié Elmaleh|Mélissa Theuriau|Patrice Thibaud|Christian Hecq,17,Jamel Debbouze,,,
9476,A Knight's Tale,Heath Ledger|Rufus Sewell|Shannyn Sossamon|Paul Bettany|Laura Fraser,16,Brian Helgeland,Brian Helgeland,Brian Helgeland|Tim Van Rellim|Todd Black,Carter Burwell
10610,The Medallion,Jackie Chan|Lee Evans|Claire Forlani|Julian Sands|John Rhys-Davies,23,Gordon Chan,Gordon Chan|Alfred Cheung Kin-Ting|Bey Logan|Bennett Davlin|Paul Wheeler,Alfred Cheung Kin-Ting,Adrian Lee
745,The Sixth Sense,Bruce Willis|Toni Collette|Olivia Williams|Haley Joel Osment|Donnie Wahlberg,51,M. Night Shyamalan,M. Night Shyamalan,Kathleen Kennedy|Frank Marshall|Barry Mendel,James Newton Howard
49527,Man on a Ledge,Sam Worthington|Elizabeth Banks|Jamie Bell|Ed Harris|Edward Burns,56,Asger Leth,Pablo F. Fenjves,Lorenzo di Bonaventura|Mark Vahradian,Henry Jackman
73937,The Big Year,Owen Wilson|Steve Martin|Jack Black|Rashida Jones|Jim Parsons,18,David Frankel,Howard Franklin,Curtis Hanson|Karen Rosenfelt|Stuart Cornfeld,
1885,The Karate Kid,Ralph Macchio|Pat Morita|William Zabka|Martin Kove|Chad McQueen,10,John G. Avildsen,Robert Mark Kamen,Jerry Weintraub,Bill Conti
168672,American Hustle,Christian Bale|Bradley Cooper|Amy Adams|Jeremy Renner|Jennifer Lawrence,31,David O. Russell,David O. Russell|Eric Singer,Charles Roven|Jonathan Gordon|Richard Suckle|Megan Ellison,Danny Elfman
18240,The Proposal,Sandra Bullock|Ryan Reynolds|Mary Steenburgen|Craig T. Nelson|Betty White,71,Anne Fletcher,Pete Chiarelli,David Hoberman|Todd Lieberman,Aaron Zigman
10398,Double Jeopardy,Tommy Lee Jones|Ashley Judd|Bruce Greenwood|Annabeth Gish|Benjamin Weir,8,Bruce Beresford,David Weisberg|Douglas Cook,Leonard Goldberg,
165,Back to the Future Part II,Michael J. Fox|Christopher Lloyd|Lea Thompson|Elisabeth Shue|James Tolkan,55,Robert Zemeckis,Robert Zemeckis|Bob Gale|Bob Gale,Bob Gale|Neil Canton,Alan Silvestri
240832,Lucy,Scarlett Johansson|Morgan Freeman|Choi Min-sik|Amr Waked|Julian Rhind-Tutt,59,Luc Besson,Luc Besson,Virginie Besson-Silla,Eric Serra
216015,Fifty Shades of Grey,Dakota Johnson|Jamie Dornan|Jennifer Ehle|Eloise Mumford|Victor Rasuk,17,Sam Taylor-Johnson,Kelly Marcel,Michael De Luca|Dana Brunetti|E.L. James,Danny Elfman
12279,Spy Kids 3-D: Game Over,Antonio Banderas|Carla Gugino|Alexa PenaVega|Daryl Sabara|Sylvester Stallone,33,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez|Elizabeth Avellan,Robert Rodriguez|Rebecca Rodriguez
1645,A Time to Kill,Matthew McConaughey|Sandra Bullock|Samuel L. Jackson|Kevin Spacey|Oliver Platt,23,Joel Schumacher,Akiva Goldsman,Arnon Milchan|Michael G. Nathanson|Hunt Lowry|John Grisham,Elliot Goldenthal
11007,Cheaper by the Dozen,Steve Martin|Bonnie Hunt|Piper Perabo|Tom Welling|Hilary Duff,17,Shawn Levy,Joel Cohen|Alec Sokolow|Sam Harper|Craig Titley,Michael Barnathan|Robert Simonds|Ben Myron,Christophe Beck
193756,Lone Survivor,Mark Wahlberg|Taylor Kitsch|Emile Hirsch|Ben Foster|Yousuf Azami,47,Peter Berg,Peter Berg,Akiva Goldsman|Mark Wahlberg|Barry Spikings|Randall Emmett|Sarah Aubrey,Steve Jablonsky|Explosions in the Sky
11287,A League of Their Own,Tom Hanks|Geena Davis|Madonna|Lori Petty|Jon Lovitz,27,Penny Marshall,Lowell Ganz|Babaloo Mandel,Robert Greenhut,Hans Zimmer
259693,The Conjuring 2,Patrick Wilson|Vera Farmiga|Madison Wolfe|Frances O'Connor|Lauren Esposito,30,James Wan,James Wan|Carey Hayes|Chad Hayes|David Leslie Johnson,Rob Cowan|Peter Safran,
37799,The Social Network,Jesse Eisenberg|Andrew Garfield|Justin Timberlake|Armie Hammer|Max Minghella,99,David Fincher,Aaron Sorkin,Scott Rudin|Michael De Luca|Ceán Chaffin|Dana Brunetti,
10184,He's Just Not That Into You,Ben Affleck|Jennifer Aniston|Drew Barrymore|Jennifer Connelly|Kevin Connolly,41,Ken Kwapis,Abby Kohn|Marc Silverstein|Greg Behrendt,,
4257,Scary Movie 4,Anna Faris|Regina Hall|Craig Bierko|Bill Pullman|Anthony Anderson,20,David Zucker,Jim Abrahams|Craig Mazin|Pat Proft,Craig Mazin,James L. Venable
4234,Scream 3,David Arquette|Neve Campbell|Courteney Cox|Patrick Dempsey|Scott Foley,23,Wes Craven,Ehren Kruger,Cathy Konrad|Kevin Williamson|Marianne Maddalena,Marco Beltrami
196,Back to the Future Part III,Michael J. Fox|Christopher Lloyd|Mary Steenburgen|Thomas F. Wilson|Lea Thompson,54,Robert Zemeckis,Robert Zemeckis|Bob Gale|Bob Gale,Bob Gale|Neil Canton,Alan Silvestri
257091,Get Hard,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.,31,Etan Cohen,Ian Roberts|Ian Roberts|Etan Cohen|Adam McKay|Jay Martel,Will Ferrell|Adam McKay,Christophe Beck
6114,Dracula,Gary Oldman|Winona Ryder|Anthony Hopkins|Keanu Reeves|Richard E. Grant,29,Francis Ford Coppola,James V. Hart,Francis Ford Coppola|Fred Fuchs,Wojciech Kilar
24803,Julie & Julia,Meryl Streep|Amy Adams|Stanley Tucci|Chris Messina|Linda Emond,15,Nora Ephron,Nora Ephron,Amy Robinson|Nora Ephron|Laurence Mark|Eric Steel|J.J. Sacha,Alexandre Desplat
109410,42,Chadwick Boseman|T.R. Knight|Harrison Ford|Nicole Beharie|Christopher Meloni,22,Brian Helgeland,Brian Helgeland,Thomas Tull,Mark Isham
1213,The Talented Mr. Ripley,Matt Damon|Gwyneth Paltrow|Jude Law|Cate Blanchett|Philip Seymour Hoffman,63,Anthony Minghella,Anthony Minghella,Tom Sternberg|William Horberg,Gabriel Yared
100042,Dumb and Dumber To,Jim Carrey|Jeff Daniels|Rachel Melvin|Kathleen Turner|Brady Bluhm,82,Bobby Farrelly|Peter Farrelly,Bobby Farrelly|Peter Farrelly|Mike Cerrone|Bennett Yellin|Sean Anders,Bobby Farrelly|Peter Farrelly|Bradley Thomas|Charles B. Wessler|Riza Aziz,Empire of the Sun
9036,Eight Below,Paul Walker|Bruce Greenwood|Moon Bloodgood|Jason Biggs|Gerard Plunkett,7,Frank Marshall,David DiGilio,Roger Birnbaum|Gary Barber,
257211,The Intern,Robert De Niro|Anne Hathaway|Rene Russo|Anders Holm|JoJo Kushner,25,Nancy Meyers,Nancy Meyers,Nancy Meyers|Suzanne McNeill Farwell,Theodore Shapiro
323675,Ride Along 2,Kevin Hart|Ice Cube|Olivia Munn|Tika Sumpter|Ken Jeong,72,Tim Story,Phil Hay|Matt Manfredi,Ice Cube|Larry Brezner|William Packer|Matt Alvarez,Christopher Lennertz
9361,The Last of the Mohicans,Daniel Day-Lewis|Madeleine Stowe|Russell Means|Eric Schweig|Jodhi May,15,Michael Mann,Michael Mann|Christopher Crowe,Michael Mann|Hunt Lowry,
1677,Ray,Jamie Foxx|Kerry Washington|Regina King|Harry Lennix|Clifton Powell,24,Taylor Hackford,Taylor Hackford|James L. White|James L. White,Taylor Hackford|Howard Baldwin|Karen Elise Baldwin|Stuart Benjamin,Craig Armstrong
187,Sin City,Jessica Alba|Devon Aoki|Clive Owen|Rosario Dawson|Mickey Rourke,52,Robert Rodriguez|Frank Miller,Frank Miller,Elizabeth Avellan,Robert Rodriguez|John Debney|Graeme Revell
7461,Vantage Point,Dennis Quaid|Matthew Fox|Forest Whitaker|Sigourney Weaver|William Hurt,29,Pete Travis,Barry Levy,Neal H. Moritz,Atli Örvarsson
16538,"I Love You, Man",Paul Rudd|Jason Segel|Rashida Jones|Andy Samberg|J.K. Simmons,46,John Hamburg,John Hamburg|Larry Levin|Larry Levin,John Hamburg|Donald De Line,
9889,Shallow Hal,Gwyneth Paltrow|Jack Black|Jason Alexander|Joe Viterelli|Bruce McGill,19,Bobby Farrelly|Peter Farrelly,Bobby Farrelly|Peter Farrelly|Sean Moynihan,Bobby Farrelly|Peter Farrelly|Bradley Thomas|Charles B. Wessler,
820,JFK,Kevin Costner|Tommy Lee Jones|Gary Oldman|Kevin Bacon|Michael Rooker,81,Oliver Stone,Oliver Stone|Zachary Sklar,Oliver Stone|A. Kitman Ho|Clayton Townsend|Joseph P. Reidy,John Williams
11565,Big Momma's House 2,Martin Lawrence|Nia Long|Emily Procter|Zachary Levi|Mark Moses,8,John Whitesell,Don Rhymer,David T. Friendly|Michael Green,George S. Clinton
6073,The Mexican,Brad Pitt|Julia Roberts|James Gandolfini|J.K. Simmons|Gene Hackman,14,Gore Verbinski,J.H. Wyman,Lawrence Bender|John Baldecchi,Alan Silvestri
16996,17 Again,Zac Efron|Leslie Mann|Matthew Perry|Tyler Steelman|Allison Miller,49,Burr Steers,Jason Filardi,Adam Shankman|Jennifer Gibgot,Rolfe Kent
193610,The Other Woman,Cameron Diaz|Leslie Mann|Kate Upton|Don Johnson|Nikolaj Coster-Waldau,16,Nick Cassavetes,Melissa Stack,Julie Yorn,
